key_word,name,Latitude,Longitude
vận chuyển,"Công ty Vận Chuyển Hàng Không SONCARGO, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, 72215, Việt Nam",10.8079119,106.6700957
vận chuyển,"Trung tâm Khai thác vận chuyển - Bưu điện TP.HCM, Lý Thường Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh, 72000, Việt Nam",10.7763794,106.6574133
vận chuyển,"USAMua Express - Vận Chuyển Quốc Tế, 2770A, Đường Phạm Thế Hiển, Phường 7, Quận 8, Thành phố Hồ Chí Minh, 73000, Việt Nam",10.7198482,106.6337319
