fitness_100,fitness_500,fitness_1000
5360.04539239206,4737.891431783571,4047.1476543079675
4973.933296363397,4726.452567956347,4271.381170987863
4370.1259636265695,4164.815302201843,3787.477603634285
4126.958761462484,4172.438055973961,3805.055020004197
4178.348119543972,3367.451881714316,3584.4668500529883
4090.127674047806,3367.451881714316,3425.8667286613136
3607.373735952289,3352.179870554362,3574.7842548250637
3479.256031935022,3381.367939809044,3328.612730647624
3643.2916995413607,3063.453745080151,3291.7755304075276
3544.1499196311966,3023.8292473077863,3320.4828664249344
3474.9258942321917,3231.1990594672525,3154.4196265234236
3256.53138713536,2918.3423975041715,3038.7701307820616
3256.53138713536,3053.0597468187125,2803.521804384962
3053.072943348958,2943.2353030923073,2725.2310144109206
3056.671372496553,2711.6356265478125,2638.0992408025713
3056.671372496553,2711.6356265478125,2525.8474120185174
3056.671372496553,2702.4764637138387,2512.2065160346265
3003.406056282199,2579.1408987921673,2487.544528020042
3003.406056282199,2579.1408987921673,2469.0344531170595
3003.406056282199,2579.1408987921673,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
2982.3691909929307,2469.0344531170595,2469.0344531170595
2974.5980723977505,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
2772.2998142883184,2469.0344531170595,2469.0344531170595
2772.2998142883184,2469.0344531170595,2469.0344531170595
2772.2998142883184,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
2937.4189476386873,2469.0344531170595,2469.0344531170595
3003.406056282199,2469.0344531170595,2469.0344531170595
2982.3691909929307,2469.0344531170595,2469.0344531170595
2698.85626508827,2469.0344531170595,2469.0344531170595
2698.85626508827,2469.0344531170595,2469.0344531170595
2677.8193997990015,2469.0344531170595,2469.0344531170595
2677.8193997990015,2469.0344531170595,2469.0344531170595
2677.8193997990015,2469.0344531170595,2469.0344531170595
2669.6849012903435,2469.0344531170595,2469.0344531170595
2503.4728880094713,2469.0344531170595,2469.0344531170595
2503.4728880094713,2469.0344531170595,2469.0344531170595
2492.464784615009,2469.0344531170595,2469.0344531170595
2492.464784615009,2469.0344531170595,2469.0344531170595
2399.5898537374196,2469.0344531170595,2469.0344531170595
2399.5898537374196,2469.0344531170595,2469.0344531170595
2399.5898537374196,2469.0344531170595,2469.0344531170595
2399.5898537374196,2469.0344531170595,2469.0344531170595
2399.5898537374196,2469.0344531170595,2469.0344531170595
2394.0045005053043,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
2392.108170951221,2469.0344531170595,2469.0344531170595
